ra,dec,mag,ci,proper,hip,spect,gl
9.4456,-64.9297,6.05,0.147,,46328,A3Vn,
9.4458,-28.7877,6.12,-0.089,,46329,B5V,
9.4464,-59.5788,6.52,-0.08,,46333,B7V,
9.4469,-19.1551,6.96,0.168,,46336,A7V,
9.4481,-54.3517,6.86,1.063,,46342,G3/G5Ib,
9.4491,14.3031,6.83,1.387,,46345,K2,
9.4497,-48.6941,6.81,-0.036,,46348,B9II/III,
9.4502,-16.0132,6.97,1.483,,46350,K5III,
9.4518,-71.6019,5.46,1.079,,46358,K2III,
9.4539,-33.7913,7.16,1.154,,46363,K2III,
9.4541,-9.2237,6.53,0.053,,46365,A2V,
9.4546,6.2328,6.9,0.519,,46367,F5,
9.4551,-22.3438,4.72,1.154,,46371,K1III,
9.4588,-58.0946,7.2,0.605,,46388,G2V,
9.4598,-8.6586,1.99,1.44,Alphard,46390,K3III,
9.4607,-35.0074,6.63,0.207,,46396,A5III/IV,
9.463,-6.0712,5.38,0.642,,46404,G2V,Gl 344A
9.4637,-71.7811,6.33,0.413,,46407,F3/F5V,
9.4643,75.0983,6.2,0.115,,46410,A5Vs,
9.4647,-22.5285,7.22,1.039,,46412,K0III,
9.4659,-53.5173,6.74,0.443,,46421,F3/F5IV,
9.4704,-7.7207,6.99,1.609,,46435,M...,
9.4724,-9.9869,6.78,1.014,,46443,K0,
9.4743,9.0568,5.4,0.605,,46454,F9V,
9.4748,8.1883,5.72,1.045,,46457,K0III,
9.4752,-66.7019,5.9,0.012,,46460,A0V,
9.476,12.3853,6.88,1.04,,46464,G5,
9.4762,-45.4978,7.13,-0.124,,46465,B6Vnn,
9.4774,-25.4336,7.12,0.228,,46469,A4III,
9.4778,45.6015,5.4,0.993,Intercrus,46471,K0III-IV,
9.4798,-62.2731,5.91,1.102,,46482,K1III,
9.4831,50.0311,7.07,1.54,,46496,K5,
9.484,-1.2569,6.27,0.274,,46504,F0Vn,
9.4858,-2.769,4.59,0.411,,46509,F6V,Gl 348A
9.4868,-20.7491,5.66,1.587,,46511,K4/K5III,
9.4874,-35.9513,4.51,1.408,,46515,K3III,
9.4878,-38.4035,6.15,0.216,,46517,A6V,
9.4879,-52.4246,7.25,-0.062,,46518,B8II,
9.4881,-13.7368,7.13,1.659,,46519,M1III,
9.4885,-3.1654,6.95,0.29,,46522,A0,
9.4885,-44.5389,7.01,0.54,,46523,G0V...,
9.4893,56.2409,6.89,0.388,,46524,F2,
9.4896,-43.1903,6.6,0.479,,46526,F5IV,
9.4901,-2.2052,6.14,0.222,,46529,F0III,
9.4908,-17.5053,7.09,0.11,,46533,Ap,
9.4913,-44.5324,6.98,0.502,,46535,F8V,
9.4923,-4.2466,6.25,0.838,,46543,G6IV,
9.4925,-62.3609,6.54,0.109,,46546,A2V,
9.4935,-58.2991,6.75,1.014,,46553,K0III,
9.4937,-50.6037,7.11,0.386,,46554,F3Ib,
9.4946,-26.5942,6.52,0.923,,46558,G8III,
9.4966,55.7452,6.5,0.394,,46566,F3Vs,
9.4972,-23.3453,6.26,1.559,,46569,K2/K3III,
9.4974,-43.9589,7.25,0.076,,46571,A1V,
9.4985,-26.5896,5.49,1.345,,46578,K2IIICNII,
9.4986,5.6551,7.2,1.002,,46580,K3V,Gl 349
9.5014,-51.5172,5.45,-0.078,,46594,B8V,
9.5039,-24.2741,6.57,1.422,,46609,K3III,
9.5055,-33.4039,6.87,1.291,,46616,K1III,
9.5061,-31.55,7.17,0.376,,46617,F2IV,
9.5062,-15.5774,5.86,1.193,,46618,K2III,
9.5065,-58.3618,5.88,1.676,,46620,M2III,
9.5065,21.8127,6.94,0.24,,46621,A3,
9.5092,-45.5706,6.62,1.174,,46630,K2/K3III,
9.5112,-28.7665,6.57,1.226,,46646,K2III,
9.5115,-4.0654,7.09,1.419,,46648,K2,
9.5117,-40.4668,3.6,0.371,,46651,F2IV,Gl 351A
9.512,33.6557,5.87,1.032,,46652,G8III:,
9.5128,-31.8892,5.75,0.066,,46657,A0,
9.5153,-5.6615,6.84,1.05,,46669,K0,
9.5204,-57.0344,3.16,1.538,,46701,K5III,
9.5215,27.3872,6.64,0.08,,46704,A0,
9.5219,-47.9525,6.53,0.267,,46709,A9IV/V,
9.5223,12.8588,6.92,1.055,,46713,K0,
9.5246,-12.0624,7,1.028,,46725,K0,
9.5252,-36.7505,7.17,0.958,,46730,G8III,
9.5253,1.4653,6.81,0.552,,46732,F8,
9.5255,63.0619,3.65,0.36,,46733,F0IV,GJ 3559
9.5256,-31.8718,5.91,0.258,,46734,A9IV,
9.5257,35.1033,5.39,1.543,,46735,M1III,
9.5258,-35.7148,5.86,1.287,,46736,K3III,
9.5258,-66.719,6.27,1.348,,46737,K1III,
9.5268,-73.0809,5.46,1.556,,46741,K4III,
9.5275,-10.552,6.13,0.261,,46744,F0Vn,
9.5284,36.4291,6.89,1.435,,46749,K2,
9.5287,22.968,4.32,1.541,Alterf,46750,K5IIIvar,
9.5293,-70.4696,7.03,-0.037,,46755,B5IIIn...,
9.5316,-56.9889,7.13,-0.018,,46765,B8III,
9.5321,-10.3703,6.12,1.183,,46768,K0,
9.5324,11.2998,4.99,1.046,,46771,K0IIIvar,
9.5327,9.7158,5.07,1.364,,46774,K3III,
9.533,-1.1847,4.54,0.109,,46776,A3V,
9.5342,-61.2349,7.14,0.054,,46786,B9.5IV,
9.5384,-28.6278,6.43,0.358,,46810,F3V,
9.5387,-40.6493,5.35,0.897,,46811,G8III,
9.539,-19.4003,5.74,0.135,,46813,A4III,
9.5448,-54.8308,7.15,0.068,,46839,A1V,
9.5448,1.8642,6.11,0.614,,46840,F7IV-V,
9.5455,26.9885,7.05,0.779,,46843,K0,Gl 354.1A
9.5464,-57.0943,7.14,-0.056,,46847,B5V,
9.5477,51.6773,3.17,0.475,,46853,F6IV,Gl 354A
9.5486,-14.0007,7.1,0.993,,46855,K0III,
9.5488,-13.5168,5.95,1.501,,46859,K4III,
9.5505,-8.5054,6.12,0.974,,46869,K0,
9.5521,49.4387,6.76,0.12,,46873,A4V,
9.5521,-39.1291,6.43,0.337,,46874,F2IV/V,
9.5531,45.5138,6.49,1.141,,46879,K0,
9.5535,-21.1157,5.02,1.023,,46880,K0III,Gl 355.2
9.5547,-38.6375,7.24,0.663,,46888,G5V,
9.5548,-57.9634,6.82,0.019,,46889,B8III,
9.5549,-21.392,6.68,0.012,,46890,A0V,
9.555,-86.0101,7.08,0.431,,46892,F3/F5IV+...,
9.5551,28.3679,6.5,0.128,,46891,A3Vnn,
9.5555,-7.1902,6.25,1.17,,46893,K0,
9.5572,-22.8639,5.92,0.023,,46897,B9.5V,
9.5584,36.4869,6.19,1.264,,46904,K4III:,
9.5622,-60.6277,6.99,1.137,,46912,K0II,
9.5624,-49.0051,5.12,-0.114,,46914,B4IV,
9.5649,-80.9413,5.07,-0.139,,46928,B5V,
9.5664,23.4539,6.26,1.453,,46938,K7III,
9.5691,-51.2553,5.01,-0.18,,46950,B1.5IV,
9.5704,36.3976,4.54,0.914,,46952,G8III,
9.5719,54.0465,7.2,0.941,,46962,K0,
9.5721,46.9021,6.54,0.234,,46963,F0V,
9.5741,-59.2298,4.08,-0.013,,46974,B5II,
9.5747,69.8303,4.54,0.781,,46977,G4III-IV,Gl 355.1
9.5757,-5.9149,5.56,1.159,,46982,K1III,
9.5758,-3.488,7.14,0.799,,46983,G5,
9.5785,-44.8162,7.19,0.041,,46996,A1IV,
9.5804,52.0515,4.47,0.027,,47006,A2V,
9.5808,-12.1295,6.54,0.623,,47007,G0,
9.5815,72.2057,5.77,0.53,,47013,F7V,
9.5832,12.6545,6.81,-0.023,,47022,B9,
9.5844,39.6215,4.81,0.992,,47029,K0III,
9.5853,-5.3689,7.16,1.102,,47031,K0,
9.5866,-35.8237,6.48,0.417,,47039,F5V,
9.5896,39.9633,6.76,0.346,,47053,F2V,
9.5902,-22.686,7,0.998,,47056,K0/K1III,
9.5927,-19.5834,6.33,0.069,,47070,A0V,
9.5943,35.8101,5.4,0.77,,47080,G8IV-V,Gl 356A
9.5948,-44.1881,7.03,0.119,,47082,A1(m)A1-A5,
9.5949,-68.2102,7.16,0,,47083,A0V,
9.5974,48.4916,7.04,0.43,,47094,F5,
9.598,14.3796,6.32,0.027,,47096,A1V,
9.6006,20.0456,6.97,1.039,,47104,K0,
9.6009,-31.2323,7.25,0.493,,47108,A4V,
9.6014,-64.9502,6.55,0.092,,47115,A2V,
9.6019,74.3188,6.46,-0.083,,47119,B9V,
9.6071,-48.7512,6.18,0.277,,47145,F0p,
9.6077,-2.7779,7.03,1.017,,47150,K0,
9.6094,-24.7028,6.54,0.389,,47159,F3IV/V,
9.6114,69.6366,7.2,0.3,,47165,F0,
9.6119,31.1617,5.57,1.594,,47168,M2III,
9.6119,56.9702,7.06,0.156,,47169,Am,
9.6129,-52.9437,6.18,1.051,,47172,K1III,
9.6136,27.7585,6.96,1.172,,47173,K2III,
9.6138,-49.355,4.34,0.173,,47175,A5V,
9.616,82.9254,7.02,0.427,,47185,F5,
9.6167,-25.2968,5.68,1.116,,47187,K0III,
9.6174,16.438,5.73,1.223,,47189,K1III,
9.6182,81.3264,4.28,1.488,,47193,K3III,
9.6194,-32.1786,5.62,1.023,,47199,K1III,
9.6202,-53.6685,5.44,0.137,,47204,A2/A3V,
9.6202,6.8358,5,1.051,,47205,K1IIIvar,
9.6214,-30.9701,7.01,1.008,,47210,K0III,
9.6246,-36.096,5.96,1.118,,47224,K2III,
9.6246,-49.9909,6.97,0.584,,47225,G3V,
9.6247,-29.8023,7.02,0.992,,47226,K1III,
9.6253,-59.8899,6.91,0.265,,47227,A4m...,
9.6271,60.2137,6.41,0.921,,47231,G5,
9.6279,1.696,6.85,0.939,,47237,G5,
9.6294,-3.1706,6.45,0.986,,47242,K0,
9.6305,24.6703,6.61,0.567,,47247,G0III,
9.631,-9.4244,6.4,-0.04,,47249,A1V,
9.6323,73.0804,6.39,0.352,,47260,F2V+...,
9.6337,14.3473,6.63,0.438,,47266,F2,
9.6337,-43.1909,5.51,0.985,,47267,G8II,
9.6342,-54.2191,6.88,-0.099,,47272,A0p,
9.6378,12.7363,6.74,0.912,,47291,G8III,
9.6381,70.2661,6.99,0.386,,47293,F2,
9.6392,-81.7094,6.72,1.018,,47299,K0III,
9.6394,40.2398,5.28,0.223,,47300,F0V,
9.6394,-64.4025,6.69,-0.007,,47301,B8V,
9.6409,4.6493,4.68,1.31,,47310,K3III,
9.6446,-39.6141,6.69,0.491,,47328,F6V,
9.645,75.2054,6.64,1.057,,47330,K0,
9.646,10.7777,6.66,0.184,,47336,A3,
9.6472,-64.4892,6.83,1.161,,47343,K0/K1III,
9.6485,20.2976,6.79,-0.071,,47352,B9,
9.65,-17.6242,6.74,0.255,,47363,A9IV,
9.6511,-2.8395,7.21,0.137,,47369,A0,
9.653,43.1442,6.59,0.947,,47380,K0,
9.6536,25.3674,7.22,0.322,,47382,F0,
9.6548,13.3126,7.02,0.475,,47388,F7V,
9.6558,-61.3281,4.51,-0.07,,47391,B9V,
9.6574,-54.7534,6.83,-0.126,,47397,B5V,
9.6578,67.2722,5.96,1.528,,47401,K5,
9.6578,35.2431,7.12,0.544,,47403,F5,
9.6582,72.7468,7.12,0.157,,47405,A3,
9.6625,-62.9429,6.4,-0.084,,47422,B8/B9III/IV,
9.6632,-10.5703,6.31,-0.029,,47427,A0Vn,
9.6643,-1.1428,3.9,1.313,Ukdah,47431,K3IIIvar,
9.6661,35.336,6.9,0.504,,47436,F5,
9.6674,-12.9973,7.05,0.478,,47440,F8IV/V,
9.6696,8.2781,7.2,1.029,,47446,G5,
9.6718,-14.3323,5.07,-0.149,,47452,B4IV/V,
9.6722,-10.7692,6.37,0.083,,47454,A2V,
9.6765,13.0538,6.96,0.477,,47468,F8,
9.6785,-57.9836,5.3,0.195,,47479,A3IV,
9.6822,-54.9834,6.93,-0.11,,47495,B5V,
9.6839,-57.2595,5.8,1.083,,47498,K0/K1III,
9.6851,-66.0802,6.85,0.861,,47505,G7III-IV,
9.6858,9.8923,3.52,0.516,Subra,47508,A5V+...,
9.6874,8.9954,6.83,0.271,,47518,F0,
9.688,55.8665,6.5,1.15,,47521,K1III-IV,
9.6881,-23.5915,4.76,-0.117,,47522,B5V,
9.6894,38.9502,6.91,0.73,,47527,G5,
9.6902,-33.3963,6.9,0.026,,47530,A0/A1V,
9.691,-10.5026,7.25,1.503,,47534,K2,
9.6931,31.2778,5.9,1.579,,47544,K6III,
9.6937,-68.505,7.11,-0.065,,47549,B3III:psh,
9.694,25.9129,6.26,1.251,,47550,K2III:,
9.6966,-55.2138,5.99,-0.119,,47559,B4V,
9.697,43.6372,7.06,1.091,,47560,K0III,
9.6979,-30.3034,6.59,1.3,,47564,K2III,
9.7001,39.7579,5.61,0.951,,47570,G8III,
9.7004,-42.2826,7.03,0.111,,47571,A2V,
9.7036,-66.9148,6.33,0.075,,47591,A0V,
9.704,-23.9156,4.93,0.534,,47592,G0V,Gl 364
9.7041,69.2375,5.72,1.131,,47594,G9III:,
9.7065,-0.2794,6.64,0.863,,47604,K0,
9.707,48.7761,7.16,0.828,,47605,K0,
9.7078,-46.8652,6.97,1.628,,47608,M1/M2III,
9.7096,32.9949,6.93,1.042,,47617,G5,
9.7109,-72.1908,6.54,0.01,,47623,B9V,
9.7114,-55.832,7.16,0.621,,47625,G3:V+...,
9.7115,-35.5017,6.39,-0.053,,47627,Asp...,
9.7119,35.0934,6.12,0.386,,47631,F3V,
9.712,48.431,6.36,0.01,,47633,A1V,
9.7122,51.2685,7.14,1.671,,47635,M2III,
9.7124,30.1115,6.73,0.3,,47636,A5,
9.7159,72.2526,5.15,1.029,,47654,K0III,
9.7186,54.3637,6.5,0.121,,47664,A5m,
9.7229,20.1932,6.71,1.208,,47684,K0,
9.7243,-51.2281,6.15,-0.098,,47694,B6V,
9.7252,-20.3658,6.58,0.91,,47698,G8/K0III,
9.7259,29.9745,5.64,0.111,,47701,A2IV,
9.7265,10.5189,7.01,0.572,,47704,F8V,
9.7268,13.442,7.06,1.182,,47706,K0,
9.7284,-53.8913,5.56,-0.042,,47717,A0V,
9.7285,34.0972,7.23,1.193,,47719,K0,
9.7289,14.0217,5.36,1.61,,47723,M2III,
9.7352,42.0509,6.84,0.309,,47752,F0p,
9.7367,-27.7695,4.78,0.516,,47758,A7V+...,Gl 366.1A
9.7377,-39.5712,6.81,0.332,,47762,F2IV/V,
9.7408,74.5876,6.78,0.31,,47777,F0,
9.7417,18.8635,6.49,1.158,,47779,K0,
9.7434,-22.7519,6.76,0.967,,47790,G8III/IV,
9.7435,64.9841,6.18,0.419,,47791,F3Vn,
9.7437,-48.5489,6.7,-0.093,,47793,B6/B7V,
9.7439,3.3533,7.19,1.385,,47795,K2,
9.7466,-27.6305,7.12,0.364,,47811,F2/F3IV/V,
9.7477,-17.7064,6.78,1.441,,47817,K4III + A5:V,
9.7483,-57.5693,7.01,1.114,,47826,K0/K1III,
9.7532,-0.4649,7.19,1.108,,47849,K0,
9.7541,23.4746,6.55,1.092,,47853,K0,
9.7541,-62.5079,3.69,1.01,,47854,G5Iab/Ib,
9.7546,8.8828,7.08,0.486,,47862,F5,
9.7549,-54.2474,6.91,0.078,,47863,A2V,
9.7561,-30.2028,6.45,-0.137,,47868,B0IV,
9.7567,-32.6827,6.9,0.468,,47873,F6V,
9.757,-8.4825,7.22,1.064,,47874,K0,
9.758,10.2219,6.9,1.62,,47880,K5,
9.7586,78.1347,6.25,1.353,,47884,K2III,
9.7612,-70.1182,7.14,-0.016,,47892,B6V,
9.7613,-57.186,6.47,-0.108,,47893,B8III/IV,
9.7642,23.7743,2.97,0.808,Ras Elased Australis,47908,G0II,
9.7644,18.6836,6.78,1.36,,47909,K0,
9.7654,63.6533,6.51,0.367,,47911,F2V,
9.7654,-43.6787,7.24,1.141,,47912,K1III,
9.7655,-58.7938,6.22,0.461,,47913,F5IV,
9.7666,-35.8638,6.88,0.403,,47919,F3V,
9.7674,65.6271,6.97,1.707,,47929,M1III,
9.7686,-19.728,7.07,0.016,,47938,A0/A1IV,
9.7692,-45.918,6.6,0.94,,47940,G8II/III,
9.7695,6.7086,5.8,1.639,,47943,M1III,
9.7711,-33.5083,6.94,-0.012,,47950,A0III,
9.7724,-76.7761,5.43,0.901,,47956,G8III,
9.7727,-27.2761,7.01,0.419,,47957,F3V,
9.7731,11.81,5.67,1.489,,47959,K4III,
9.7732,1.7856,5.65,0.342,,47960,F4IV,
9.774,-59.3527,6.86,-0.021,,47962,B9.5V,
9.7751,-44.7551,5.58,-0.176,,47963,B2.5IV,
9.7755,57.1281,5.09,1.594,,47965,M3III,
9.7785,45.1144,6.81,0.949,,47973,K0IV,
9.7844,-31.2681,6.97,0.05,,47999,A2V,
9.7848,-10.523,7,0.389,,48001,F2,
9.785,-65.072,2.92,0.273,,48002,A9,
9.7862,-10.7438,7.04,0.413,,48007,F5,
9.7872,-17.2059,6.72,1.572,,48009,K4/K5III,
9.7879,8.5705,7.02,0.329,,48014,F0,
9.7884,79.1367,6.09,0.303,,48017,F0V:,
9.7895,23.6477,6.49,1.093,,48023,K0,
9.7905,11.5682,6.44,0.255,,48029,A7Vn,
9.7918,63.2478,6.94,0.945,,48034,G5,
9.793,-38.1897,6.83,1.352,,48037,K1III,
9.7935,-33.2437,6.63,1.004,,48042,K0III,
9.7955,-49.9433,6.52,0.127,,48054,A2IV(m),
9.8035,-7.2457,7.04,0.019,,48087,B9,
9.806,-75.7779,6.8,0.483,,48095,F5V,
9.8078,-37.6361,7.07,1.468,,48105,K3III,
9.8098,46.021,5.08,0.619,,48113,G2V,Gl 368
9.8111,-56.4119,6.05,0.937,,48119,K0III,
9.8119,-26.4144,6.63,0.7,,48125,F3/F5V,
9.8121,-9.9186,6.98,0.009,,48126,A0,
9.813,64.8943,7.11,0.465,,48132,F5,
9.8131,-19.3136,7.02,1.068,,48135,K1III,
9.8139,60.0969,7,1.14,,48140,K0,
9.8175,34.0854,7.2,0.233,,48164,A3,
9.8191,-43.4828,6.53,1.293,,48172,K3III,
9.8215,-8.8351,6.85,1.303,,48184,K2,
9.8245,-37.1868,5.95,1.245,,48191,K2III,
9.8246,36.7474,6.61,1.57,,48192,K5,
9.8259,-11.785,6.8,1.232,,48198,K2,
9.8294,52.891,7.12,0.935,,48211,K0,
9.8296,31.077,6.82,0.223,,48212,A5,
9.8306,21.1794,6.1,0.257,,48218,A8IV,
9.8309,-36.2685,6.36,1.008,,48219,K0III,
9.8319,-68.4194,6.7,0.905,,48223,G8III/IV,
9.8325,-45.7327,5.09,-0.098,,48224,B7III,
9.8362,24.562,6.89,0.495,,48248,F5,
9.8367,-0.2285,7.12,1.107,,48252,K0,
9.8372,39.6317,6.64,1.63,,48256,K5,
9.8394,35.8735,7.12,1.208,,48264,K0,
9.8399,65.5932,6.27,0.29,,48266,A9Vn,
9.8417,4.3437,6.24,0.479,,48273,F6V...,
9.8439,-60.5277,7.16,0.011,,48281,A1IV,
9.8447,-7.3822,7.11,0.425,,48286,F2,
9.845,-46.9339,5.72,1.085,,48287,K0IIICN...,
9.8458,31.3927,7.07,1.681,,48292,M2III,
9.847,11.8424,6.86,-0.042,,48298,A0,
9.8488,-62.7451,5.56,1.316,,48310,K1IIICN...,
9.8499,59.0387,3.78,0.291,,48319,F0IV,
9.8502,-80.0611,6.47,0.074,,48320,B8IV,
9.8506,13.0662,6.45,1.624,,48324,M0III,
9.851,-23.0173,6.85,3.435,,48327,C,
9.8533,-59.4258,5.79,1.354,,48339,K2IIICNp...,
9.8539,-4.2434,6.01,0.171,,48341,A8III,
9.8555,-46.1939,5.62,1.166,,48348,K2III,
9.856,-6.1819,6.42,0.577,,48351,F8V,
9.858,-14.8466,4.11,0.918,Zhang,48356,G6/G8III,
9.8608,-46.5123,6.71,-0.083,,48371,B8/B9V,
9.8613,-46.5476,4.58,1.172,,48374,G5Ib,
9.8614,-11.3405,6.48,1.61,,48375,M2III:,
9.8615,-60.5937,7.25,0.95,,48377,K0III-IV,
9.8647,24.3954,5.29,0.229,,48390,A5IV,
9.8655,-32.98,7.2,1.011,,48392,G8III/IV,
9.8665,-16.5348,6.08,1.035,,48396,K0III,
9.8684,54.0643,4.55,0.038,,48402,A3IV,
9.87,0.0756,6.34,0.934,,48413,G9III,
9.87,2.4541,6.02,-0.04,,48414,A0Vs,
9.8727,37.9145,6.71,0.258,,48428,F0,
9.874,-71.9434,6.91,-0.03,,48430,B8V,
9.875,35.5246,6.93,1.595,,48436,K5,
9.8751,-8.105,5.07,0.038,,48437,A2V,
9.8794,26.007,3.88,1.222,Rasalas,48455,K0III,
9.8802,-71.4545,7.25,1.15,,48458,K2III,
9.8828,-27.3322,6.28,0.622,,48468,G1V,
9.8834,-55.3732,6.5,-0.145,,48469,B1V,
9.8878,-44.5846,7.05,0.543,,48483,F5IV,
9.8881,50.6212,7.25,1.011,,48485,G5,
9.8894,-9.9037,7.09,0.022,,48491,A0,
9.8936,25.6674,7.02,1.189,,48511,K2III,
9.8936,34.9838,6.76,1.297,,48512,K2,
9.8953,5.9586,5.9,1.662,,48519,M2III,
9.8966,-69.8953,7.04,-0.055,,48523,B8Vp...,
9.8973,-51.1467,5.95,-0.152,,48527,B2V,
9.9014,-27.999,7.2,,,48547,B3/5V + B/A,
9.9018,8.0745,7.01,1.099,,48553,G5,
9.9019,4.9454,6.72,1.565,,48552,K5,
9.9034,-25.9323,4.87,1.199,,48559,K2III,
9.9049,59.9204,6.84,1.406,,48563,K2,
9.9049,-45.2835,5.72,-0.114,,48561,B+...,
9.9064,-46.6369,6.65,0.985,,48571,G8III,
9.9088,-22.4875,6.23,0.052,,48584,A2/A3III,
9.909,-34.9069,7.25,0,,48587,A3V,
9.9094,-58.4213,6.64,-0.173,,48589,B3V + B3V,
9.9096,-12.9515,6.87,0.551,,48592,F7V,
9.9109,-43.3211,7.18,1.255,,48598,K2IIIp,
9.9142,-50.244,5.71,0.006,,48613,A0V,
9.9145,-19.0094,4.94,1.559,Felis,48615,K5III,
9.9167,-16.1939,6.51,0.807,,48630,K0III+...,
9.9176,61.1161,6.29,1.036,,48638,K0,
9.9182,-69.189,6.73,-0.07,,48641,B9V,
9.9183,24.6372,7.07,0.586,,48642,F8V,
9.9183,-57.3829,6.74,-0.119,,48643,Ap...,
9.9197,-33.6907,7.24,0.951,,48646,G8III,
9.9239,-41.5869,6.69,3.761,,48662,N0v,
9.9265,-17.4695,6.85,1.517,,48672,M3III,
9.9269,-4.9762,7.23,1.182,,48674,K2,
9.9283,-59.1067,7.24,-0.074,,48679,B7/B8III,
9.9286,49.8198,5.27,0.086,,48682,A3III,
9.9292,-8.8365,6.68,0.33,,48687,A3,
9.9319,7.6772,6.79,1.025,,48699,K0,
9.9331,-39.5533,6.99,0.978,,48703,K1III:,
9.9348,-40.8245,6.39,1.612,,48706,M1III,
9.935,52.269,6.63,0.984,,48710,K0,
9.9356,-7.6453,6.74,1.477,,48712,K4III,
9.936,-71.3893,6.3,-0.056,,48715,B1Ib,
9.9372,-53.6192,6.8,-0.088,,48720,B7V,
9.9377,-31.0915,6.93,0.003,,48723,A1III/IV,
9.9394,-47.7539,7.09,0.907,,48729,G8III,
9.9394,-51.3362,6.39,-0.162,,48730,B2IV-V,
9.9405,8.9332,5.85,1.129,,48734,K2III:,
9.9406,54.2438,6.59,1.6,,48735,M2III:,
9.9419,-13.4639,6.78,1.376,,48741,K3III,
9.942,32.3847,6.55,0.429,,48742,F2,
9.9432,-33.4185,5.83,1.202,,48748,K1III,
9.9463,-26.5497,6.27,0.219,,48763,A4V,
9.9468,4.2421,6.7,0.476,,48768,F5,
9.9477,-54.5678,3.52,-0.067,,48774,B5Ib,
9.9484,-27.4752,6.32,0.173,,48776,A4V,
9.95,-69.1018,6.18,-0.1,,48782,B3V,
9.953,-52.6388,6.13,-0.115,,48799,B3IV,
9.9535,-49.8704,7.25,-0.017,,48800,B9V,
9.9538,57.4182,5.97,0.895,,48802,G8III,
9.9543,-64.4894,6.59,1.122,,48806,K0/K1III,
9.9546,-32.8578,7.18,0.125,,48807,A2V,
9.961,-16.5221,6.62,0.314,,48830,F0V,
9.9614,41.0556,5.11,0.481,,48833,F6Vs,GJ 3574
9.9618,-48.4141,6.06,-0.127,,48835,B3V,
9.9622,-1.9418,6.43,0.7,,48839,G5,
9.9637,-61.9319,7.04,-0.028,,48849,A0V,
9.9638,35.1245,7.18,1.564,,48851,K5,
9.9658,45.4143,6.34,1.096,,48861,K0III,
9.9687,-62.5854,6.87,0.933,,48873,G5/G6III,
9.9688,8.314,6.05,1.357,,48876,K3III,
9.9704,12.4448,5.26,-0.035,,48883,B9IV,
9.9706,-25.1311,6.77,0.069,,48884,A1/A2IV,
9.973,72.8795,5.86,1.155,,48893,K3III:,
9.9739,27.759,6.48,0.362,,48895,F3V,
9.9762,58.9519,6.72,1.312,,48905,K2,
9.9788,-29.3048,7.01,0.937,,48916,G8III,
9.979,50.1252,6.7,-0.059,,48917,B9IV,
9.9794,10.4586,7.14,1.483,,48921,K0,
9.9802,4.8085,7.19,1.64,,48923,M2III,
9.9812,-35.891,5.23,0.3,,48926,A8IV,
9.9849,-63.3453,6.68,0.908,,48942,G8IV,
9.9851,-23.9508,6.11,-0.101,,48943,B5V,
9.987,-58.1282,7.11,-0.031,,48956,B9Vn,
9.9885,-20.3568,6.7,1.46,,48964,K3/K4III,
9.9906,-44.9554,6.72,-0.059,,48975,B8/B9V,
9.9911,21.3215,6.74,0.205,,48977,Am,
9.9932,56.4745,7.24,1.224,,48981,K1III-IV,
9.9934,29.6452,5.75,1.059,,48982,G9III:,
9.9953,3.3848,6.69,0.288,,48990,F0V,
9.9977,56.8118,5.5,1.487,,49005,K5III,
9.9991,-31.3495,7.23,1.567,,49013,K4III,
10.0036,8.0442,4.68,1.589,,49029,M2III,
10.0096,-56.9461,6.5,0.979,,49052,K0III,
10.0122,-82.2147,5.53,0.035,,49065,A0IV,
10.0163,-50.4777,6.91,-0.148,,49076,B5V,
10.0164,-3.1893,7.07,1.544,,49077,K5,
10.0169,31.9237,5.37,0.676,,49081,G1V,Gl 376
10.02,-56.0966,6.42,-0.013,,49092,B8,
10.0208,-39.4508,7.23,-0.04,,49095,B9.5IV,
10.0218,28.7844,6.93,1.275,,49103,K2III,
10.0265,-1.0181,7.19,0.3,,49125,A0,
10.028,-53.3641,6.2,-0.137,,49137,B2.5V,
10.029,-23.8069,6.8,1.004,,49141,K0III,
10.0302,-42.4854,7.08,1.199,,49145,K1IIICN...,
10.0328,-57.3498,6.2,1.108,,49160,K1II,
10.0332,74.7591,6.91,1.043,,49163,K1III,
10.0334,-60.4209,5.93,0.263,,49164,A9IV,
10.0335,-34.1736,7.09,0.291,,49165,A8III,
10.0426,-13.2965,6.98,0.529,,49202,F6IV,
10.0436,-20.424,6.82,0.181,,49209,A3III,
10.0469,21.9493,5.68,-0.178,,49220,B2.5IV,
10.047,-1.0678,6.7,1.064,,49221,K0,
10.047,-30.5775,6.54,1.189,,49222,K1III,
10.0471,-62.1567,6.41,1.688,,49223,K3Ib,
10.05,-60.1787,6.18,0.175,,49233,A6II/III,
10.0538,50.1092,6.9,1.465,,49253,K2,
10.0557,-46.6362,6.11,0.041,,49259,A0V,
10.0558,-10.7274,7.08,1.049,,49260,K0,
10.0565,-33.2383,6.62,1.254,,49264,K2III,
10.0568,42.0093,7.13,0.569,,49268,F8,
10.0592,9.899,7.14,0.435,,49279,F6III,
10.0595,-61.884,6.14,-0.032,,49281,B4:Vne,
10.0608,-12.8772,7.09,1.389,,49289,K3/K4III,
10.0608,3.972,7.23,0.904,,49288,K0,
10.0614,-9.5738,6.09,1.671,,49293,K0,
10.0616,-25.3167,6.71,0.02,,49294,A0V,
